NOME;CATEGORIA
ISILAX;LAXANTES
ISKEMIL;VASODILATADORES
ISOCLIM;FITOTERAPICO SIMPLES
ISOFARMA - AGUA PARA INJE��O;DILUENTES E VEICULOS DE MEDICAMENTOS
ISOFARMA - SOLU��O DE GLICONATO DE C�LCIO 10%;ELETROLITOS SIMPLES
ISOFARMA - SOLU��O DE GLICOSE;REIDRATANTES PARENTERAIS
ISOFARMA - SOLU��O DE MANITOL;DIURETICOS
ISOFARMA - SOLU��O DE SULFATO DE MAGNESIO;ELETROLITOS SIMPLES
ISOFARMA SOLU��O DE FOSFATO DE POT�SSIO 2 MEQ/ML;ELETROLITOS SIMPLES
ISOFARMA-SOLU��O DE CLORETO DE POT�SSIO;REIDRATANTES PARENTERAIS
ISOFARMA-SOLU��O DE CLORETO DE SODIO;REIDRATANTES PARENTERAIS
ISOFLAVINE;COADJUVANTE NO TRATAMENTO DO CLIMATERIO
ISOFLURANO;ANESTESICOS GERAIS VOLATEIS E GASOSOS
ISOFORINE;ANESTESICOS GERAIS VOLATEIS E GASOSOS
ISOIHN;ANESTESICOS GERAIS VOLATEIS E GASOSOS
ISON;PRODUTOS ANTI-ACNE
ISONIAZIDA + RIFAMPICINA;TUBERCULOSTATICOS
ISORAN;ANESTESICOS GERAIS VOLATEIS E GASOSOS
ISORDIL;NITRITOS NITRATOS E SEMELHANTES
ISOTRAT;PRODUTOS ANTI-ACNE
ISOTRETINO�NA;PRODUTOS ANTI-ACNE
ISOTRETINO�NA;PRODUTOS ANTI-ACNE
ISOTRETINO�NA;PRODUTOS ANTI-ACNE
ISOTRETINO�NA;PRODUTOS ANTI-ACNE
ISOTRETINO�NA;PRODUTOS ANTI-ACNE
ISOTRETINO�NA;PRODUTOS ANTI-ACNE
ISOVIT;COADJUVANTE NO TRATAMENTO DO CLIMATERIO
ISTARHES;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS
ITRACONAZOL;ANTIMICOTICO
ITRACONAZOL;ANTIMICOTICO
ITRACONAZOL;ANTIMICOTICOS SISTEMICOS
ITRACONAZOL;ANTIMICOTICOS SISTEMICOS
ITRACONAZOL;ANTIMICOTICO
ITRACONAZOL;ANTIMICOTICO
ITRACONAZOL;ANTIMICOTICO
ITRACONAZOL;ANTIMICOTICOS SISTEMICOS
ITRALEX;ANTIMICOTICO
ITRASPOR;ANTIMICOTICO
ITRAZOL;ANTIMICOTICOS SISTEMICOS
IUMI;ANTICONCEPCIONAIS
IVB - INSULINA HUMANA R;ANTIDIABETICOS
IVB - INSULINA ISOFANA NPH;ANTIDIABETICOS
IVERMECTINA;ANTIPARASITARIOS
IVERMECTINA;ANTIPARASITARIOS
IVERMECTINA;ANTIPARASITARIOS
IVERMECTINA;ANTIPARASITARIOS
IVERNEO;ANTIPARASITARIOS
IVEVI;ANTINEOPLASICO
IXIUM;IMUNOMODULADOR
IZIZ;ANTICONCEPCIONAIS
IZONAX;ANTIMICOTICO
JAKAVI;ANTINEOPLASICO
JANUMET;ANTIDIABETICOS
JANUVIA;HIPOGLICEMIANTE ORAL
JAQUE;ANTICONCEPCIONAIS
JARDIANCE;ANTIDIABETICOS
JAVLOR;ANTINEOPLASICOS CITOTOXICOS
JAYDESS;PROGESTAGENOS SIMPLES
JEVTANA;ANTINEOPLASICO
JIVI;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
JOFIX;ANTIEMETICOS E ANTINAUSEANTES
JP FISIOL�GICO;REIDRATANTES PARENTERAIS
JP GLICOFISIOL�GICO;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL
JP GLICOSE;NUTRIENTES PARENTERAIS
JP MANITOL;DIURETICOS
JULIET;ANTICONCEPCIONAIS
JUMEXIL;ANTIPARKINSONIANOS
JUNEVE;PSICOANALETICOS
JUNNO;PROGESTAGENOS SIMPLES
KABIPAMOL;ANALG�SICOS
KABIVEN;NUTRIENTES PARENTERAIS
KADCYLA;ANTINEOPLASICO
KALETRA;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
KALIST;PROGESTAGENOS SIMPLES
KALOBA;FITOTERAPICO SIMPLES + OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
KALYAMON KIDS;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
KALYDECO;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
KALYME;
KAMPPI;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
KAMRHO-D;IMUNOGLOBULINAS
KANAKION MM;VITAMINA K SIMPLES OU EM ASSOCIACOES MEDICAMENTOSAS
KANJINTI;ANTINEOPLASICO
KANUMA;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
KAOSEC;ANTIDIARREICOS SIMPLES SEM ACAO ANTIMICROBIANA
KAOSTASE;OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA
KARVIL;ANTI-HIPERTENSIVOS SIMPLES
KASKADIL;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
KATRIZAN;ANTINFECCIOSOS TOPICOS
KAVA KAVA ASPEN;ANSIOLITICOS SIMPLES
KAVA KAVA HERBARIUM;FITOTERAPICO SIMPLES
KAVIT;VITAMINA K SIMPLES OU EM ASSOCIACOES MEDICAMENTOSAS
KAVIUM;ANTIPSICOTICOS
KEFADIM;ANTIBIOTICOS SISTEMICOS SIMPLES
KEFALOMAX;CEFALOSPORINAS
KEFAZOL;ANTIBIOTICOS SISTEMICOS SIMPLES
KEFLEX;CEFALOSPORINAS
KEFLIN NEUTRO;ANTIBIOTICOS SISTEMICOS SIMPLES
KEFORAL;CEFALOSPORINAS
KEFOX;CEFALOSPORINAS
KEFOZIL;CEFALOSPORINAS
KEFTRON;CEFALOSPORINAS
KELARE;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
KELARE;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
KELLY;
KELTIX;ANALGESICOS NARCOTICOS
KELTRINA;ESCABICIDAS E OUTROS ECTOPARASITICIDAS
KEPPRA;ANTICONVULSIVANTES
KEPPRA XR;ANTICONVULSIVANTES
KEROXIME;ANTIBIOTICOS SISTEMICOS SIMPLES
KETAMIN;ANESTESICOS GERAIS INJETAVEIS
KETONAZOL;ANTIMICOTICO
KETOSTERIL;PRODUTOS PARA DIETAS ESPECIAIS
KEYTRUDA;OUTROS ANTINEOPLASICOS
KIOS;ANTIULCEROSOS
KIROM;ANTIBIOTICOS SISTEMICOS SIMPLES
KISQALI;AGENTES ANTINEOPL�SICOS E IMUNOMODULADORES
KITAPEN;ANTIPSICOTICOS
KIVEXA;ANTIVIROTICOS
KLARICID;MACROLIDEOS
KLIMAKT-HEEL T;MEDICAMENTOS DINAMIZADOS COMPOSTOS
KMUNE;FITOTERAPICO SIMPLES + IMUNOMODULADOR
KNORTEX;ANTIMICOTICOS PARA USO TOPICO
KOATE DVI;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
KOIDE;GLICOCORTICOIDES SISTEMICOS
KOIDE D;ANTI-HISTAMINICOS SISTEMICOS
KOIDEXA;GLICOCORTICOIDES SISTEMICOS
KOLEVAS;ANTILIPEMICOS
KOLI D3;ANALOGO SINTETICO DA VITAMINA D
KOLLAGENASE;CICATRIZANTES
KOLLAGENASE COM CLORANFENICOL;CICATRIZANTES
KOLLANGEL FF;ANTIACIDO
KOLLANGEL TABS;ANTIACIDO
KOMBIGLYZE XR;ANTIDIABETICOS
KOMPAZ;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
KONDUZ;ANTICONVULSIVANTES
KONDUZ;ANTICONVULSIVANTES
KOPAX;ANALGESICOS NARCOTICOS
KOPLAN;ANTIBIOTICOS SISTEMICOS SIMPLES
KOTRAR;ANTIASMATICOS
KOVALTRY;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
KOZENIS;ANTIMAL�RICOS
KRONEL;FITOTERAPICO SIMPLES + PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES
KTRIZ;CICATRIZANTES
KTRIZ UNO;CICATRIZANTES
KURAMED;ANTISSEPTICO
KUVAN;OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO
KWELL;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
KYLEENA;PROGESTAGENOS SIMPLES
KYPROLIS;OUTROS AGENTES ANTINEOPL�SICOS
KYTRIL;ANTIEMETICOS E ANTINAUSEANTES
LABCA�NA;ANESTESICOS LOCAIS
LABEL;ANTIULCEROSOS
LABEL GOTAS;ANTIULCEROSOS
LABHI;VASODILATADORES
LABIGERON;VASODILATADORES PERIFERICOS
LABIRIN;ANTIVERTIGINOSOS
LABIRIN;ANTIVERTIGINOSOS
LABREA;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
LACASS;FITOTERAPICO SIMPLES + LAXANTES IRRITANTES OU ESTIMULANTES
LACIPIL;ANTI-HIPERTENSIVOS SIMPLES
LACOSAMIDA;ANTICONVULSIVANTES
LACOTEM;ANTICONVULSIVANTES
LACRIBELL;EMOLIENTES E PROTETORES OFTALMICOS
LACRIFILM;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
LACRIL;EMOLIENTES E PROTETORES OFTALMICOS
LACRILAX;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
LACRIMA PLUS;EMOLIENTES E PROTETORES OFTALMICOS
LACTASOL;PRODUTOS PARA HEMODIALISE
LACTO PURGA;LAXANTES IRRITANTES OU ESTIMULANTES
LACTON;LAXANTES
LACTOSAN;LAXANTES SUAVIZADORES OU EMOLIENTES
LACTULONA;LAXANTES SUAVIZADORES OU EMOLIENTES
LADOGAL;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
LAFEPE BENZNIDAZOL;ANTIPARASITARIOS
LAFEPE ZIDOVUDINA;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
LAFEPE -ZIDOVUDINA + LAMIVUDINA;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
LAFESC-CAPTOPRIL;ANTI-HIPERTENSIVOS
LAFESC-PROPRANOLOL;AGENTES BETABLOQUEADORES
LAFLUGI;ANTIULCEROSOS
LAMEZ;ANTICONVULSIVANTES
LAMI;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
LAMICTAL;ANTICONVULSIVANTES
LAMISIL;ANTIMICOTICO
LAMISILATE;ANTIMICOTICO
LAMITOR CD;ANTICONVULSIVANTES
LAMOSYN;ANTICONVULSIVANTES
LAMOSYN CD;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;OUTROS PSICOLEPTICOS
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMOTRIGINA;ANTICONVULSIVANTES
LAMUNETTE;ANTICONCEPCIONAIS
LAMZEDE;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
LANEXAT;ANTAGONISTA DE BENZODIAZEPINAS
L�NICO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
L�NICO;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
LANPEXIO;ANTILIPEMICOS
LANSOMAX;ANTIULCEROSOS
LANSOPRAZOL;ANTIULCEROSOS
LANSOPRAZOL;ANTIULCEROSOS
LANSOPRAZOL;ANTIULCEROSOS
LANSOPRAZOL;ANTIULCEROSOS
LANSOPRAZOL;ANTIULCEROSOS
LANSOPRAZOL;ANTIULCEROSOS
LANSOPRAZOL + CLARITROMICINA + AMOXICILINA;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS
LANTUS;ANTIDIABETICOS
LANVIS;OUTROS ANTINEOPLASICOS
LANZ;ANTIULCEROSOS
LANZOPEPT;ANTIULCEROSOS
LANZOPRAZOL + CLARITROMICINA + AMOXICILINA;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS
LAQFA - IODETO DE POT�SSIO;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
LAQFA CAPTOPRIL;ANTI-HIPERTENSIVOS
LAQFA PIRAZINAMIDA;TUBERCULOSTATICOS
LAQFA-ISONIAZIDA;TUBERCULOSTATICOS
LARINGEX;ANTISSEPTICO
LARINORAL;PRODUTOS PARA OROFARINGE
LASADINE;ANTIULCEROSOS
LASAMINE;ANTIALERGICOS
LASILACTONA;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA
LASIX;DIURETICOS SIMPLES
LASTACAFT;ANTIALERGICOS TOPICOS
LASTINOL;ANTIALERGICOS
LATANOPROSTA;PROSTAGLANDINAS
LATANOPROSTA;PROSTAGLANDINAS
LATANOPROSTA;ANTIGLAUCOMATOSOS
LATANOPROSTA;PROSTAGLANDINAS
LATANOPROSTA;PROSTAGLANDINAS
LATANOPROSTA;PROSTAGLANDINAS
LATANOPROSTA + MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
LATANOPROSTA + MALEATO DE TIMOLOL;PROSTAGLANDINAS
LATANOPROSTA + MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
LATANOPROSTA + MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
LATANOPROSTA + MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
LATISSE;ANTIGLAUCOMATOSOS + MIOTICOS
LATONAN;ANTIGLAUCOMATOSOS
LATUDA�;DERIVADOS DO INDOL
LAVIE;ANTICONVULSIVANTES
LAVIE;ANTICONVULSIVANTES
LAVITAN;POLIVITAMINICOS COM MINERAIS
LAXASENE BIONATUS;FITOTERAPICO SIMPLES + LAXANTES
LAXETTE;FITOTERAPICO SIMPLES + LAXANTES IRRITANTES OU ESTIMULANTES
LAXIME;EMOLIENTES E PROTETORES OFTALMICOS
LAXOHERB;LAXANTES
LEBAZI;HIPNOTICOS
LEBENS;ANTIPARKINSONIANOS
LECTRUM;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
LEDAR;SUPRESSORES DA REABSORCAO OSSEA
LEDROZON;SUPRESSORES DA REABSORCAO OSSEA
LEF�MI;ANTINEOPLASICO
LEFLUN;ANTINFLAMATORIOS ANTIREUMATICOS
LEFLUNOMIDA;ANTINFLAMATORIOS ANTIREUMATICOS
LEFLUNOMIDA;ANTINFLAMATORIOS ANTIREUMATICOS
LEFLUNOMIDA;ANTINFLAMATORIOS ANTIREUMATICOS
LEFLUNOMIDA;ANTINFLAMATORIOS ANTIREUMATICOS
LEG;ANTI-HISTAMINICOS SISTEMICOS
LEG;ANTI-HISTAMINICOS SISTEMICOS
LEG ODT;ANTI-HISTAM�NICOS PARA USO SIST�MICO
LEGALON;COLAGOGOS, COLERETICOS E HEPATOPROTETORES + FITOTERAPICO SIMPLES
LEGRACE;ANTINFLAMATORIOS
LEILA;ANTICONCEPCIONAIS
LEMIFLOX;ANTIBIOTICOS SISTEMICOS SIMPLES
LEMOL;ANTINEOPLASICO
LEMTRADA;IMUNOMODULADOR
LENAZEN;ANTAGONISTA DE BENZODIAZEPINAS
LENVIMA;AGENTES ANTINEOPL�SICOS E IMUNOMODULADORES
LEPONEX;NEUROLEPTICOS
L�PTICO;ANTICONVULSIVANTES
LERCAN;ANTI-HIPERTENSIVOS
LERGIDRIN;ANTI-HISTAMINICOS SISTEMICOS
LESCOL;ANTILIPEMICOS
LESDOT;ANTIDEPRESSIVOS
LESTALGYN;ANTI-HISTAMINICOS SISTEMICOS
LESTER;ANTILIPEMICOS
LETROZOL;ANTINEOPLASICO
LETROZOL;ANTINEOPLASICO
LETROZOL;ANTINEOPLASICO
LETROZOL;ANTINEOPLASICO
LETROZOL;ANTINEOPLASICO
LETROZOL;ANTINEOPLASICO
LETROZOL;ANTINEOPLASICO
LETROZOL;AGENTES ANTINEOPL�SICOS
LETROZOL;ANTINEOPLASICO
LEUCOGEN;IMUNOMODULADOR
LEUKERAN;OUTROS ANTINEOPLASICOS
LEUPHILA;ANTINEOPLASICO
LEUSTATIN;ANTINEOPLASICOS CITOTOXICOS
LEUVEC;ANTINEOPLASICO
LEVAFLOX;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVAQUIN;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVEL;ANTICONCEPCIONAIS
LEVEMIR;ANTIDIABETICOS
LEVERCTIN;ANTIPARASITARIOS
LEVETIRACETAM;ANTICONVULSIVANTES
LEVETIRACETAM;ANTICONVULSIVANTES
LEVETIRACETAM;ANTICONVULSIVANTES
LEVIOSA;VASODILATADORES
LEVITRA;VASODILATADORES
LEVIXE;ANTIDEPRESSIVOS
LEVOBIOT;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVODOPA + CLORIDRATO DE BENSERAZIDA;ANTIPARKINSONIANOS
LEVODOPA + CLORIDRATO DE BENSERAZIDA;ANTIPARKINSONIANOS
LEVODOPA+CLORIDRATO DE BENSERAZIDA;ANTIPARKINSONIANOS
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMI- HIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMI-HIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMI-HIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMI-HIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMIHIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMIIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMIIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMIIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOFLOXACINO HEMIIDRATADO;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOID;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI
LEVOLUKAST;ANTIALERGICOS
LEVONORGESTREL;ANTICONCEPCIONAIS
LEVONORGESTREL;ANTICONCEPCIONAIS
LEVONORGESTREL;ANTICONCEPCIONAIS
LEVONORGESTREL;
LEVONORGESTREL;ANTICONCEPCIONAIS
LEVONORGESTREL;ANTICONCEPCIONAIS
LEVONORGESTREL;ANTICONCEPCIONAIS
LEVONORGESTREL + ETINILESTRADIOL;ANTICONCEPCIONAIS
LEVONORGESTREL + ETINILESTRADIOL;ANTICONCEPCIONAIS
LEVONORGESTREL + ETINILESTRADIOL;ANTICONCEPCIONAIS
LEVONORGESTREL+ETINILESTRADIOL;ANTICONCEPCIONAIS
LEVOTAC;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOTIROXINA S�DICA;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI
LEVOXIN;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOXIN;ANTIBIOTICOS SISTEMICOS SIMPLES
LEVOZINE;NEUROLEPTICOS
LEVRASIDA;ANTIPARKINSONIANOS
LEXAPRASS;ANTIDEPRESSIVOS
LEXAPRO;ANTIDEPRESSIVOS
LEXIN;CEFALOSPORINAS
LEXIN;CEFALOSPORINAS
LEXLER;ANTI-HISTAM�NICOS PARA USO SIST�MICO
LEXMA;ANSIOLITICOS SIMPLES
LEXONEO;ANTIDEPRESSIVOS
LEXOTAN;ANSIOLITICOS SIMPLES
LEZEPAN;ANSIOLITICOS SIMPLES
LFM - ISONIAZIDA;TUBERCULOSTATICOS
LFM � METFORMINA;ANTIDIABETICOS
LFM - MONONITRATO DE ISOSSORBIDA;ANTIANGINOSOS E VASODILATADORES
LFM - OFLOXACINO;ANTINFECCIOSOS
LFM - PIRAZINAMIDA;TUBERCULOSTATICOS
LFM- �CIDO ASC�RBICO;VITAMINAS E SUPLEMENTOS MINERAIS
LFM METILDOPA;ANTI-HIPERTENSIVOS
LFM ZIPRASIDONA;ANTIPSICOTICOS
LFM-ACICLOVIR;ANTIVIROTICOS
LFM-BROMEXINA 0,08%;BRONCODILATADORES
LFM-DAPSONA;HANSENOSTATICOS
LFM-LEFLUNOMIDA;ANTINFLAMATORIOS ANTIREUMATICOS
LFM-MEFLOQUINA;ANTIMALARICOS
LFM-PARACETAMOL;ANALGESICOS NAO NARCOTICOS
LFM-PROPANOLOL;BETABLOQUEADORES SIMPLES
LFM-RILUZOL;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
LIACLYSAL;CLASSE DAS TETRACICLINAS
LIARA;ANTICONCEPCIONAIS
LIBERAFLUX;EXPECTORANTES SIMPLES
LIBERFEM;ANTICONCEPCIONAIS
LIBIAM;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
LIBIAM;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
LIBRE;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
LIBTAYO;ANTINEOPLASICO
LICITRO;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
LIDBACT;ANTIBIOTICOS SISTEMICOS SIMPLES
LIDIAL;ANESTESICOS LOCAIS
LIDOCAINA;ANESTESICOS LOCAIS
LIDOCA�NA;ANESTESICOS LOCAIS
LIDOCA�NA;ANESTESICOS LOCAIS
LIDOCA�NA;ANESTESICOS LOCAIS
LIDOCA�NA;ANESTESICOS LOCAIS
LIDOGEL;ANESTESICOS LOCAIS
LIDOJET;ANESTESICOS LOCAIS
LIDOPASS;ANESTESICOS LOCAIS
LIDOSPORIN;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
LIDOSTESIM;ANESTESICOS LOCAIS
LIFALTACROLIMUS;IMUNOSUPRESSOR
LIFESA- CIMETIDINA;ANTIACIDOS E ANTIULCEROSOS
LIFOS;ANTINEOPLASICO
LILIYA;ANTINEOPLASICO
LIMBITROL;ANTIDEPRESSIVOS
LIMECICLINA;CLASSE DAS TETRACICLINAS
LIMIAR;ANTICONVULSIVANTES
LINADIB;
LINAGLIPTINA;ANTIDIABETICOS
LINAGLIPTINA;ANTIDIABETICOS
LINAGLIPTINA;ANTIDIABETICOS
LINAGLIPTINA;ANTIDIABETICOS
LINAMOX;PENICILINA DE AMPLO ESPECTRO
LINATRON;ANTIBIOTICOS SISTEMICOS SIMPLES
LINCOVAX;ANTIBIOTICOS SISTEMICOS SIMPLES
LINDISC;ESTROGENOS SIMPLES
LINEVIT;COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINEZOLIDA;ANTIBACTERIANOS PARA USO SIST�MICO + ANTIBIOTICOS SISTEMICOS SIMPLES + OUTROS ANTIBACTERIANOS + OUTROS ANTIBACTERIANOS PARA USO SIST�MICO
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINEZOLIDA;ANTIBIOTICOS SISTEMICOS SIMPLES
LINOFEME;ANTICONCEPCIONAIS
LIORESAL;RELAXANTES MUSCULARES CENTRAIS SIMPLES
LIPANON;ANTILIPEMICOS
LIPANON;ANTILIPEMICOS
LIPIBLOCK;MODULADORES DO METABOLISMO E DA DIGESTAO
LIPIDEM;NUTRIENTES PARENTERAIS
LIPIDIL;ANTILIPEMICOS
LIPIGRAN;ANTILIPEMICOS
LIPIODOL UF;PRODUTOS PARA DIAGNOSTICO POR IMAGEM
LIPISTAT;ANTILIPEMICOS
LIPISTATINA;ANTILIPEMICOS
LIPITOR;ANTILIPEMICOS
LIPLESS;ANTILIPEMICOS
LIPNEO;ANTILIPEMICOS
LIPOCLIN;MODULADORES DO METABOLISMO E DA DIGESTAO
LIPOFUNDIN;NUTRIENTES PARENTERAIS
LIPOSIC;EMOLIENTES E PROTETORES OFTALMICOS
LIPOVENOS;NUTRIENTES PARENTERAIS
LIPOVENOS  MCT;NUTRIENTES PARENTERAIS
LIPOXEN;MODULADORES DO METABOLISMO E DA DIGESTAO
LIPTHAL;ANTILIPEMICOS
LIPURO;ANESTESICOS GERAIS INJETAVEIS
LIQUID E-Z-PAQUE;PRODUTOS PARA DIAGNOSTICO POR IMAGEM
LIRIS;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
LISADOR;ANALGESICOS NAO NARCOTICOS
LISADOR DIP;ANALGESICOS NAO NARCOTICOS
LISADOR DIP;ANALGESICOS NAO NARCOTICOS
LISINOPRIL;ANTI-HIPERTENSIVOS SIMPLES
LISINOPRIL;ANTI-HIPERTENSIVOS SIMPLES
LISINOPRIL;ANTI-HIPERTENSIVOS SIMPLES
LISINOPRIL;ANTI-HIPERTENSIVOS
LISINOPRIL;ANTI-HIPERTENSIVOS
LISODREN;ANTINEOPLASICOS CITOTOXICOS
LISOMUC;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
LISON;COLAGOGOS, COLERETICOS E HEPATOPROTETORES + FITOTERAPICO SIMPLES
LISOVEN;ANTI-HIPERTENSIVOS SIMPLES
LISTO;ANTIEMETICOS E ANTINAUSEANTES
LISTRIL;ANTI-HIPERTENSIVOS SIMPLES
LITANE;FITOTERAPICO SIMPLES + OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
LITOCIT;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
LITREXATE;ANTINEOPLASICO
LIVALO;ANTILIPEMICOS
LIVEPAX;ANTIBIOTICOS SISTEMICOS SIMPLES
LIVIAL;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
LIVT�S;EXPECTORANTES SIMPLES
LIXIANA�;ANTICOAGULANTES
